neighbourhood,id,host id,lat,long,Construction year,Price,service fee,minimum nights,number of reviews,reviews per month,Review Score,calculated host listings count,availability 365,distanceTimeSquare
Kew Gardens,28985272.43373494,48448307605.60241,40.70836729698795,-73.83093282349397,2012.44578313253,638.0361445783133,127.59036144578312,8.216867469879517,13.16867469879518,1.5131884057971017,3.36144578313253,3.891566265060241,214.325,14.158185867087498
Kew Gardens Hills,32694360.19696969,54540084562.07576,40.72414151515152,-73.81908303030303,2011.5151515151515,690.3939393939394,138.13636363636363,5.538461538461538,18.40909090909091,1.174561403508772,3.333333333333333,1.2727272727272727,152.93939393939394,14.519943187811666
Kingsbridge,31763508.818181816,48554846118.11515,40.87634727272727,-73.90162412121212,2012.8242424242424,573.3963414634146,115.15151515151516,7.25,24.95151515151516,1.5333082706766918,3.365853658536585,2.272727272727273,156.99386503067484,14.838044000364988
Kips Bay,28523184.64565217,49840924107.80326,40.74173890221739,-73.97943242482607,2012.521834061136,610.3020719738277,122.19738276990184,13.335886214442011,14.580434782608696,0.990110344827586,3.38495092693566,19.618736383442265,146.7278911564626,1.9783051604556283
Laurelton,31621505.95588235,47161738078.38236,40.675270610000005,-73.74410436573528,2011.867647058824,581.0746268656717,116.72058823529412,4.838235294117647,25.926470588235293,1.8528125,3.283582089552239,2.338235294117647,215.73529411764707,22.35000744916777
Lighthouse Hill,22408484.33333333,42411255922.0,40.57666666666668,-74.13280999999999,2008.3333333333333,107.66666666666669,21.33333333333333,2.0,35.666666666666664,1.2466666666666668,2.6666666666666665,1.0,108.33333333333331,23.78801298067457
Little Italy,30773439.0647482,47453876312.446045,40.718908,-73.99708514028777,2011.9205776173285,610.7111913357401,122.58483754512636,13.233812949640289,22.658273381294965,1.2207327586206895,3.176258992805755,23.24820143884892,134.04779411764707,4.559741593085908
Little Neck,28574154.125,41360530504.375,40.763247500000006,-73.72941625,2012.5,817.75,163.5,5.125,5.0,0.3316666666666667,3.875,3.125,123.875,21.55422603787399
Long Island City,29253338.70173913,51205168940.27826,40.75259921138261,-73.93779215656522,2012.877391304348,647.3582608695652,129.4973821989529,7.409407665505227,26.624237140366173,1.5209906152241917,3.277097902097902,2.967798085291558,136.39039855072463,4.13080485645033
Longwood,31169389.874074075,48858715251.244446,40.82064237037037,-73.90254718518518,2012.1851851851848,671.0074074074074,134.2074074074074,5.291044776119403,31.296296296296298,1.692818181818182,3.348148148148148,1.6865671641791045,181.9296875,9.779592271425557
Lower East Side,28118170.235626284,49309626976.71458,40.718780867900406,-73.98836142050821,2012.266735324408,626.5617919670443,125.32322713257965,6.654084798345398,27.752061855670103,1.3519904648390944,3.321134020618557,21.67713697219361,127.74048257372654,4.478105498045827
Manhattan Beach,29976525.40909091,46836825752.31818,40.57962727272727,-73.94648954545454,2011.3181818181813,694.7727272727273,138.86363636363637,7.5,55.81818181818182,1.553,2.409090909090909,1.2727272727272727,204.8636363636364,20.205537646507903
Marble Hill,28797983.60714286,43093108810.46429,40.87593714285713,-73.91103714285715,2013.5357142857144,497.1428571428572,104.76923076923076,3.571428571428572,20.25,0.7820833333333331,3.0,1.6428571428571428,157.95652173913044,14.43119911468352
Mariners Harbor,31570787.56,45666728694.0,40.6330952,-74.1594832,2013.72,633.52,126.68,4.84,24.4,2.108636363636364,3.28,1.16,213.68,20.297806988279163
Maspeth,31179359.14728682,49846201864.833336,40.729518107635656,-73.90035683341087,2012.1937984496124,597.0426356589147,119.5953307392996,6.48062015503876,27.399224806201552,1.7382075471698113,3.3410852713178296,6.698039215686275,176.52734375,7.906404448639063
Melrose,29755058.56521739,48837714721.521736,40.82129347826087,-73.91615869565216,2010.4782608695648,574.0,114.78260869565216,5.260869565217392,26.65217391304348,1.371,3.565217391304348,1.173913043478261,134.04347826086956,9.049101609315468
Middle Village,29509586.53731343,44778997659.20896,40.71615343283582,-73.87974268656716,2012.2,581.7462686567164,116.29850746268656,7.104477611940299,33.28358208955224,1.918688524590164,3.2686567164179103,1.835820895522388,207.47692307692307,10.090264759883071
Midland Beach,30678689.23529412,56520249537.70588,40.57333188235295,-74.09381582352941,2013.4117647058824,796.1764705882352,159.1764705882353,3.823529411764706,14.176470588235292,0.9173333333333332,3.294117647058824,1.1764705882352942,267.88235294117646,22.579591933978627
Midtown,30282064.61681416,50077117129.7059,40.754381693020655,-73.97658354640707,2012.335990552111,609.5470414201184,121.98787341023366,11.71530038472921,16.565770026603605,1.272245712006382,3.3101714961561206,17.579025110782865,170.80816944024207,1.274823197771488
Midwood,29827725.029787235,46718829285.025536,40.62010987234042,-73.95923004255319,2011.0978723404253,596.7905982905983,118.99574468085106,9.313304721030043,20.21276595744681,1.0929842931937177,3.465811965811966,1.5811965811965811,106.7180616740088,15.594828043534829
Mill Basin,32027380.285714287,50160606231.35714,40.611922142857146,-73.91642714285713,2011.5,775.1428571428571,155.14285714285714,2.2142857142857144,14.285714285714286,1.6764285714285714,3.7857142857142856,1.0714285714285714,259.35714285714283,17.34218714427471
Morningside Heights,27672402.28346457,50200980801.338585,40.80831494173229,-73.96179912283463,2012.696682464455,624.9574132492114,124.91627172195892,6.185826771653543,13.595576619273302,0.9021987315010572,3.2507886435331232,1.987301587301588,75.785,5.839710820812303
Morris Heights,32222843.04347826,50160202585.91304,40.84961326086955,-73.91713804347826,2012.9130434782608,742.8913043478261,148.65217391304347,2.065217391304348,22.67391304347826,1.5976470588235296,3.1956521739130435,1.4782608695652173,224.34782608695653,11.60247169882358
Morris Park,34695784.46666667,56525547957.82222,40.85124844444445,-73.85496955555553,2013.4444444444443,706.6222222222223,141.35555555555555,3.911111111111111,22.133333333333333,1.313170731707317,3.1777777777777776,2.8222222222222224,143.64444444444445,15.019878919422748
Morrisania,32024918.227272727,59059187768.204544,40.82887636363637,-73.90476886363636,2012.2045454545453,571.9090909090909,114.4090909090909,2.8181818181818183,19.727272727272727,2.1116,3.414634146341464,1.5227272727272727,147.45454545454547,10.313368329654336
Mott Haven,30476782.72483221,47131923219.4698,40.81080563939597,-73.92007113543623,2012.6644295302008,602.6241610738255,120.51677852348992,3.469798657718121,40.81208053691275,2.314222222222222,3.3783783783783785,3.841379310344828,169.26206896551724,7.967012830371903
Mount Eden,31002210.611111112,43654900075.888885,40.841862623888886,-73.91660741166666,2013.7777777777776,644.5555555555555,128.94444444444446,1.8333333333333333,55.61111111111112,1.7575000000000005,3.7777777777777777,1.1111111111111112,191.1875,10.88308871230734
Mount Hope,29238860.01851852,50113189705.92593,40.84843574074075,-73.90524666666666,2012.8148148148148,626.2037037037037,125.25925925925924,16.74074074074074,24.07407407407408,1.2301923076923078,3.2962962962962963,2.3703703703703702,133.49056603773585,12.015137721792224
Murray Hill,30024283.94375,51281428259.98646,40.7476824125,-73.97619386458334,2012.30625,617.2562761506276,123.48279457768508,17.438998957247133,11.121085594989562,0.8898689956331877,3.372651356993737,52.13778705636743,196.38641188959664,1.4669349562453065
Navy Yard,31998300.51612903,49982810232.48387,40.69978064516129,-73.9741787096774,2009.516129032258,481.9354838709677,96.38709677419357,5.774193548387097,19.193548387096776,0.9185185185185186,3.3548387096774195,1.5161290322580645,68.7,6.650461358531181
Neponsit,30657242.285714287,69667652162.71428,40.57046571428571,-73.8592442857143,2018.571428571429,632.0,126.28571428571428,2.0,16.428571428571427,1.4442857142857142,3.571428571428572,1.0,208.16666666666663,23.48973720237638
New Brighton,29919616.8,51502254340.26667,40.641156933333335,-74.0918926,2012.0666666666664,696.9333333333333,139.46666666666667,9.6,49.46666666666667,2.4613333333333336,3.2,1.6,140.26666666666668,15.88948470181934
New Dorp,36836769.25,51987707960.75,40.572005,-74.11715749999999,2012.5,1045.0,209.25,1.25,7.75,1.48,3.25,1.0,22.75,23.577097041037305
New Dorp Beach,30109663.25,56694496391.833336,40.56532583333333,-74.10250333333333,2012.75,598.75,119.91666666666669,1.9166666666666667,36.66666666666666,3.3628571428571425,3.583333333333333,1.4166666666666667,202.91666666666663,23.692332420675267
New Springville,30131816.611111112,44860583040.16666,40.584833333333336,-74.1565988888889,2013.0,538.8333333333334,107.83333333333331,2.7777777777777777,32.611111111111114,2.382,3.333333333333333,1.8888888888888888,105.52941176470588,24.16550317226504
NoHo,27521748.42142857,50431164048.314285,40.72680114285714,-73.99320314285713,2012.878571428572,664.3093525179856,132.74820143884892,7.278571428571428,18.27536231884058,0.8578512396694213,3.3453237410071943,5.542857142857143,111.66165413533837,3.633919150110872
Nolita,27800408.675471697,49616163003.76226,40.72209863649056,-73.99496999662264,2012.9128787878788,631.3856332703214,126.80075901328271,7.13421550094518,23.60754716981132,1.23570796460177,3.2178030303030303,20.178368121442126,96.66798418972331,4.175640403980156
North Riverdale,32558022.25,47588671491.96429,40.90770178571429,-73.89894142857143,2012.0,736.25,147.25,30.392857142857142,19.357142857142858,1.0042105263157897,3.357142857142857,1.5714285714285714,167.78571428571428,18.06885484431584
Norwood,31958034.434210528,50641165746.35526,40.87488539473685,-73.87895842105263,2011.592105263158,632.6052631578947,126.48684210526316,4.157894736842105,18.605263157894736,0.9298360655737704,3.1052631578947367,1.4210526315789471,180.7297297297297,15.692971707221885
Oakwood,32908969.42857143,44064677004.78571,40.56044928571429,-74.12051714285712,2014.357142857143,480.6428571428572,96.28571428571428,1.7142857142857142,4.5,0.6400000000000002,3.857142857142857,4.0,130.07142857142858,24.85001935425373
Olinville,35739757.39130435,47182622529.695656,40.88177391304348,-73.8652847826087,2011.2608695652173,677.5217391304348,136.72727272727272,9.434782608695652,20.47826086956522,1.5594117647058825,3.0869565217391304,1.7826086956521738,160.17391304347825,16.982964776994763
Ozone Park,30332858.69333333,46336174826.066666,40.680578155333336,-73.84700754053333,2012.36,654.1866666666666,130.18120805369128,4.28,30.68,1.9099206349206348,3.533333333333333,2.066666666666667,164.27586206896552,14.549961204486385
Park Slope,26962520.046673287,50386772737.67627,40.67419449950348,-73.97905485402185,2012.332,607.7882703777336,121.60298507462689,9.037,33.68818272095333,1.1599648711943793,3.243781094527363,1.8835820895522388,116.05660377358492,9.436892142310022
Parkchester,30508409.86868687,46396123906.44444,40.83581915070707,-73.86439534232323,2012.1919191919192,633.2626262626262,126.6060606060606,3.404040404040404,35.04040404040404,1.5467391304347828,3.313131313131313,2.292929292929293,161.75757575757575,13.28671465916483
Pelham Bay,32154758.977272727,47053647349.40909,40.84898227272727,-73.83142454545454,2012.9772727272727,740.0454545454545,147.9318181818182,5.409090909090909,33.75,1.9676315789473684,3.386363636363636,1.5454545454545454,196.3333333333333,16.365343456207455
Pelham Gardens,32795396.16216216,51214870212.54054,40.86379691945947,-73.84359711932433,2013.6216216216217,611.4864864864865,122.76712328767124,4.22972972972973,46.37837837837838,2.255571428571429,3.3378378378378377,1.8783783783783785,165.13698630136986,16.675170746955043
Port Morris,29698051.87878788,45395275057.616165,40.80712081818181,-73.92714792929293,2013.232323232324,575.2626262626262,115.1010101010101,4.08080808080808,27.03030303030303,1.792247191011236,3.313131313131313,8.04040404040404,171.73469387755102,7.275279459870281
Port Richmond,31909767.28,49457228684.72,40.6326672,-74.134354,2011.72,555.68,111.12,9.48,15.92,1.5542857142857145,3.4,2.04,206.68,18.850226773525765
Prince's Bay,31509007.25,56667013549.25,40.52569125,-74.19915375000001,2012.875,477.875,95.5,4.0,5.75,1.246,3.125,1.0,151.5,31.61327513550428
Prospect Heights,26731722.522174533,50580473478.86839,40.677562759656645,-73.9680947539342,2012.8491379310344,650.7467811158798,130.21203438395415,6.994261119081779,34.44062947067239,1.1395073891625616,3.125,2.148997134670488,104.9060606060606,9.16031702076361
Prospect-Lefferts Gardens,28728655.37253219,48794428050.35279,40.65934435174249,-73.95500350948498,2012.1152192605327,644.6563573883161,129.02839931153184,6.407056798623064,30.1587982832618,1.3333560311284047,3.298880275624461,2.333333333333333,122.35231316725978,11.370266517220667
Queens Village,30497631.387755103,45012471367.34694,40.71461057843538,-73.74210496217687,2012.7210884353744,661.9115646258504,132.40136054421768,5.380952380952381,39.2312925170068,2.729677419354839,3.2448979591836733,1.6394557823129252,193.7687074829932,21.076165823604896
Randall Manor,32005359.266666666,47987353664.17778,40.63367311111111,-74.12027755555557,2009.7777777777776,472.4,94.4,3.755555555555556,26.4,1.3602564102564103,3.704545454545455,2.2666666666666666,257.06666666666666,17.998742179875975
Red Hook,29919323.43258427,51745294044.38764,40.67741264044943,-74.00981415730337,2011.634831460674,631.3539325842696,126.26966292134831,6.4858757062146895,36.19101123595506,1.5188271604938268,3.1123595505617976,1.2359550561797752,123.76704545454544,9.300656106799163
Rego Park,31624143.1440678,48991597574.69068,40.72693115995762,-73.86125874809323,2012.4872881355927,636.2553191489362,127.068669527897,9.08898305084746,32.817796610169495,1.5522488038277515,3.297872340425532,6.038461538461538,147.2094017094017,11.033211895879507
Richmond Hill,30572425.19004525,49089053222.56109,40.693488040452486,-73.8291182622172,2011.7737556561085,557.2669683257918,111.42533936651584,5.830275229357798,33.44748858447488,2.01517766497462,3.3484162895927603,2.3484162895927603,197.6409090909091,15.036722851112556
Richmondtown,33374621.4,63726399429.8,40.571432,-74.125196,2014.8,373.4,74.6,2.6,92.4,2.002,3.2,1.2,114.2,23.96145219918052
Ridgewood,30821773.352422908,49138990624.09582,40.70386298725772,-73.90593213910792,2012.5358324145527,639.3962472406181,128.20994475138122,8.801324503311259,21.603982300884955,1.3156478873239437,3.398678414096916,3.5695364238410594,121.57984144960362,9.063142167399189
Riverdale,25866841.263157893,50091841920.57895,40.88838368421053,-73.91189368421053,2008.9473684210527,768.7368421052631,153.8421052631579,4.2105263157894735,31.94736842105263,1.3515384615384614,3.210526315789474,1.631578947368421,156.72222222222223,15.663573164828849
Rockaway Beach,32188494.278074868,47688864473.04278,40.58707667786096,-73.81474242010695,2011.176470588236,640.7700534759358,128.1657754010695,6.481283422459893,40.98918918918919,1.736374269005848,3.358288770053476,2.064516129032258,186.7540983606557,23.90881518690456
Roosevelt Island,29817730.96226415,52264446009.333336,40.76308459748427,-73.94881611320756,2012.138364779874,629.7295597484276,125.99371069182388,6.67515923566879,20.74213836477988,1.0772992700729924,3.2641509433962264,1.3227848101265822,101.52258064516128,3.1048923144797294
Rosebank,30612032.64285714,63588407381.35714,40.61257571428571,-74.07056285714285,2012.0,523.4285714285714,104.71428571428572,2.142857142857143,39.35714285714285,3.078571428571429,3.928571428571429,1.2857142857142858,172.14285714285714,17.795158166906415
Rosedale,32831789.98245614,50519511832.84795,40.65899842105263,-73.7347260233918,2012.309941520468,606.140350877193,121.26315789473684,5.8273809523809526,33.719298245614034,2.0962893081761003,3.526627218934911,2.117647058823529,204.3391812865497,23.8638258296025
Rossville,36329758.0,60673533113.66666,40.5479,-74.21040666666667,2005.3333333333333,300.6666666666667,60.0,62.0,30.33333333333333,1.6900000000000002,3.0,1.0,128.0,30.1929043035114
Schuylerville,33613276.10638298,49419215332.21277,40.83630385106383,-73.83280238297871,2011.36170212766,659.3617021276596,131.87234042553192,2.0,40.08510638297872,2.490425531914894,3.5106382978723403,3.0851063829787235,170.85106382978722,15.446918188878367
Sea Gate,29949477.85,60416564202.3,40.577092,-74.00889200000002,2014.25,572.7,114.55,7.9,2.75,0.4292857142857142,3.0,2.6,119.94444444444444,20.31560191405765
Sheepshead Bay,30370327.113821138,48792705807.11382,40.59641238482385,-73.95247312466125,2012.149051490515,624.9485094850949,124.7608695652174,5.464673913043479,27.03523035230352,1.590662251655629,3.2418478260869565,2.341530054644809,158.75698324022346,18.28523763421112
Shore Acres,30968917.91304348,44345060817.91304,40.60915982608695,-74.06700834782609,2011.1304347826087,792.2608695652174,158.43478260869566,3.8260869565217392,18.52173913043478,0.959375,3.782608695652174,1.2173913043478262,144.1818181818182,18.0258286302579
Silver Lake,31469886.222222224,41772409524.55556,40.62463333333333,-74.09686777777777,2009.3333333333333,578.2222222222222,115.66666666666669,2.4444444444444446,99.0,3.453333333333333,4.0,1.4444444444444444,166.66666666666666,17.654586340077124
SoHo,27700370.26423357,49773049270.96935,40.724365169343066,-74.00206795766424,2012.462773722628,636.2863436123348,127.19530102790014,7.406432748538012,28.17080291970803,1.3132702237521514,3.288011695906433,3.896198830409357,121.96536144578312,4.104820374027434
Soundview,30690858.57575757,42771636402.57576,40.82745575757576,-73.86831454545454,2014.4545454545453,614.3939393939394,122.78787878787878,3.8181818181818175,43.06060606060606,2.2193548387096773,3.393939393939394,1.7272727272727273,150.66666666666666,12.44819020784547
South Beach,32633973.25,62633528572.0625,40.592394375000005,-74.08751562500001,2008.0625,512.6875,102.6875,2.625,19.6875,1.2018749999999998,3.6875,2.625,214.6875,20.430716928032822
South Ozone Park,34084658.37007874,47548042042.25984,40.67196760165355,-73.80657885259842,2013.0,602.6535433070866,120.56692913385828,3.598425196850393,46.44881889763779,2.794838709677419,3.3858267716535435,2.755905511811024,214.2936507936508,17.893542117765044
South Slope,27024001.76801406,49149393753.13005,40.66487407732865,-73.98542831282953,2012.7097345132745,649.2799295774648,129.6549295774648,7.237676056338028,38.78383128295255,1.2067652859960551,3.187279151943463,1.5777385159010602,112.48073394495412,10.45846142337998
Springfield Gardens,31687767.67338709,48619139545.80645,40.66838802258065,-73.76169412439516,2012.939516129032,617.2298387096774,123.45967741935485,3.2195121951219514,75.37096774193549,3.67958158995816,3.379032258064516,2.794354838709677,215.502024291498,21.37892829498926
Spuyten Duyvil,28946857.0,55115191628.55556,40.8819,-73.91569111111112,2016.4444444444443,293.44444444444446,58.66666666666666,48.75,22.33333333333333,0.6366666666666667,2.888888888888889,1.0,212.5555555555556,14.874729174529923
St. Albans,31403540.97685185,45272807839.84259,40.69572380634259,-73.76197169527777,2012.2175925925928,612.1388888888889,122.47222222222224,1.97196261682243,42.27314814814815,2.361428571428572,3.439814814814815,2.3194444444444446,233.83796296296296,20.092007592679177
St. George,31272435.128,47963686327.856,40.64325024,-74.08164896000001,2012.376,651.928,130.416,11.080645161290322,48.8,1.8937500000000005,3.432,2.548387096774193,184.90983606557376,15.219008348973745
Stapleton,31493385.646153845,51150079906.4,40.631428,-74.07891476923076,2010.8,699.234375,139.875,3.938461538461538,45.03076923076923,2.0221666666666667,3.640625,2.6307692307692307,190.4920634920635,16.23080930174044
Stuyvesant Town,31870081.78313253,50749629267.6265,40.731851000000006,-73.97870480722891,2011.144578313253,680.9156626506024,136.10843373493975,11.085365853658535,9.301204819277109,0.8763934426229508,3.216867469879518,1.6506024096385543,79.37037037037037,3.0611871381424893
Sunnyside,30379202.22629583,49135666135.09988,40.74235318367889,-73.92055292681417,2012.406329113924,613.773417721519,122.86945500633712,8.805837563451776,26.567979669631512,1.3134214390602057,3.3929024081115338,11.034220532319392,138.0682414698163,5.762878889149069
Sunset Park,30527307.387802072,49436736809.13464,40.652563107525886,-74.0031274929229,2012.4589595375724,629.6535796766743,125.78200692041524,6.485549132947977,25.091118800461363,1.2990120160213618,3.1983758700696057,2.2223502304147464,126.6218787158145,11.939859113223251
Theater District,29496453.95221239,48568770165.16992,40.75985841238938,-73.98549404601769,2012.6053097345127,635.0070796460177,127.01946902654868,11.955595026642984,24.10442477876106,2.811744791666666,3.4017699115044246,47.720353982300885,203.7316176470588,0.2817835219523618
Throgs Neck,31793060.844827585,45127297367.31035,40.82330763913794,-73.82105038775863,2010.9310344827584,680.9137931034483,136.18965517241378,3.810344827586207,48.310344827586206,2.4196296296296294,3.413793103448276,2.034482758620689,193.9655172413793,15.580289595855152
Todt Hill,27471181.42857143,30670692365.28572,40.60268428571429,-74.10933571428572,2013.142857142857,707.0,141.42857142857142,7.714285714285714,6.0,0.8642857142857144,4.0,1.8571428571428568,70.33333333333333,20.30031767651806
Tompkinsville,30716672.7,51581540660.59091,40.63299618181818,-74.0862710909091,2012.509090909091,616.0366972477065,122.87272727272727,3.0545454545454547,43.08181818181818,1.89990291262136,3.392523364485981,2.981818181818182,190.41346153846155,16.395606441178824
Tottenville,26468441.384615384,56670188548.69231,40.50772769230769,-74.24052307692308,2009.076923076923,657.6923076923077,131.3846153846154,2.4615384615384617,29.15384615384616,1.4600000000000002,2.3846153846153846,1.3076923076923077,244.15384615384616,35.27830560808313
Tremont,29925393.90322581,59239513397.064514,40.844423225806445,-73.89139516129033,2013.290322580645,543.5333333333333,106.4516129032258,4.129032258064516,25.096774193548388,1.457586206896552,3.3548387096774195,1.4838709677419355,172.9655172413793,12.36260466980461
Tribeca,28194452.466666665,50576806478.54493,40.717871313043474,-74.00739717101449,2012.9739130434784,636.863768115942,127.1603498542274,10.869565217391305,13.492753623188406,0.775040322580645,3.1744186046511627,36.13333333333333,147.3524096385542,4.937507653426742
Two Bridges,27885831.439393938,47899550451.48485,40.71169800916666,-73.99574126727272,2011.5153846153848,621.1742424242424,124.33587786259542,5.992424242424242,33.74242424242424,2.1731304347826086,3.3206106870229006,1.568181818181818,98.09243697478992,5.326099192134657
Unionport,33511772.681818184,41109901613.90909,40.827998181818174,-73.8513340909091,2011.636363636364,541.9047619047619,104.1818181818182,1.9090909090909087,26.27272727272728,2.193157894736842,3.636363636363636,1.7272727272727273,263.6363636363636,13.636460920585083
University Heights,31868188.036363635,46396175062.52728,40.858314,-73.90933436363635,2012.4814814814813,618.4,123.63636363636364,3.763636363636364,34.90909090909091,1.2574468085106385,3.425925925925926,2.7454545454545456,151.43636363636364,12.765820231502223
Upper East Side,28741299.176086955,49382489730.22609,40.77279350313045,-73.95482532100814,2012.4301280305087,618.1973827699019,123.64025054466232,11.799672041541404,19.16653061224489,1.0005517241379311,3.252316076294278,11.819989106753813,136.54308390022675,3.0277812538618734
Upper West Side,27598809.14792746,49190519937.32642,40.78890836989634,-73.97326155545996,2012.5286938457543,616.5268621853102,123.34942886812046,10.436410923276982,20.172548002075764,0.9906213965406792,3.2414868728879647,7.422747338353674,129.47881586094513,3.5125848071453696
Van Nest,29711589.423076924,45201134033.5,40.84412757692307,-73.86575099999999,2013.7307692307693,590.7692307692307,118.1153846153846,4.038461538461538,29.423076923076923,2.489090909090909,3.230769230769231,2.1153846153846154,239.3846153846154,13.813117847277825
Vinegar Hill,29908495.638888888,44097960200.43056,40.70147791666667,-73.98314958333333,2011.9722222222224,635.1805555555555,127.08333333333331,18.76388888888889,17.208333333333332,0.837,3.171428571428572,1.25,98.58333333333331,6.387795623317574
Wakefield,32420543.6855346,48360651779.333336,40.894372674150944,-73.8533931962264,2011.7924528301887,631.9496855345911,125.72151898734175,4.468354430379747,33.65408805031446,1.9638356164383564,3.343949044585987,2.537974683544304,200.14743589743588,18.70729205422676
Washington Heights,28767126.98426082,48522346015.6127,40.84450938746487,-73.93831598231593,2012.4701912260969,602.1822272215973,120.4861971830986,7.578769057029927,22.075885328836424,1.1572506738544477,3.2635135135135136,2.008503401360544,121.3283149971048,10.306327691923771
West Brighton,33726590.084745765,53000547256.72881,40.632007627118654,-74.11585457627119,2010.4915254237287,638.0169491525423,127.0701754385965,5.440677966101695,37.45762711864407,1.289821428571429,2.9661016949152543,3.2711864406779663,270.4310344827586,17.90683948524846
West Farms,28714921.83333333,47994730769.0,40.842305,-73.88122666666668,2014.3333333333333,463.1666666666667,92.66666666666669,3.333333333333333,5.166666666666667,0.7816666666666667,4.0,1.6666666666666667,266.1666666666667,12.7510198910395
West Village,27689335.85040431,49566369519.85647,40.73439120823331,-74.00405531712069,2012.335135135135,638.2128378378378,127.47905405405406,9.008783783783784,22.3955525606469,0.9168608414239482,3.248816768086545,5.275118004045853,112.01201413427562,3.1662893231418443
Westchester Square,32867725.304347824,47392436273.08696,40.84066913043478,-73.8471647826087,2011.304347826087,560.2173913043479,111.95652173913044,2.0434782608695654,24.30434782608696,1.4268181818181818,3.652173913043478,1.826086956521739,151.17391304347825,14.75333264697382
Westerleigh,31384684.6,47290430148.2,40.614686000000006,-74.133972,2020.0,477.2,95.6,2.4,20.0,1.19,3.6,1.0,117.4,20.363407168764304
Whitestone,30622332.115384616,53576232491.76923,40.78407615384616,-73.8188,2010.692307692308,583.0,116.5,3.9615384615384617,25.53846153846154,3.04,3.0,1.5384615384615383,184.15384615384616,14.29087944492272
Williamsbridge,29746876.95833333,50708910592.35416,40.878713125,-73.85871270833333,2012.1770833333333,628.7083333333334,125.80208333333331,5.623655913978495,33.395833333333336,2.0177272727272726,3.520833333333333,2.145833333333333,222.67368421052632,17.054272110120138
Williamsburg,28407954.36578778,48624086628.52103,40.71253524619679,-73.95186575911768,2012.6715667311407,625.5364878803507,125.06240330067044,7.031895661157025,24.72080433101315,1.0912384276825011,3.2479680041284995,1.9121447028423773,100.0074886333244,5.902903085843891
Willowbrook,34812406.0,53690157898.66666,40.59897,-74.13274333333332,2008.6666666666667,638.0,127.66666666666669,4.0,15.333333333333334,0.7466666666666667,2.0,2.333333333333333,353.0,21.706828006469127
Windsor Terrace,28458658.564954683,50432639380.2568,40.65491743353474,-73.9782628857402,2012.5457317073167,579.7848484848485,115.88484848484848,9.32121212121212,35.11854103343465,1.2772438162544169,3.1,1.7416413373860182,111.2834890965732,11.579667177370393
Woodhaven,30620799.61458333,46905885062.44792,40.69223713541667,-73.85780338541667,2011.1884816753927,630.5183246073299,126.59685863874346,3.808510638297872,38.46875,2.13125748502994,3.328125,3.4659685863874348,207.03191489361703,13.052925643814469
Woodlawn,32957871.172413792,55873231601.96552,40.89729206896552,-73.86772137931035,2012.103448275862,587.1379310344828,117.44827586206895,2.607142857142857,50.27586206896552,2.402413793103448,3.310344827586207,2.0689655172413794,87.10344827586206,18.29017043989065
Woodrow,24299007.0,29738708021.666668,40.53848333333334,-74.20108666666667,2009.3333333333333,709.3333333333334,142.0,5.0,7.0,3.66,4.0,1.0,120.0,30.539772444430707
Woodside,31562473.31972789,47897031388.94048,40.74568151377551,-73.90199018996599,2012.4438775510205,634.5883361921098,126.76843910806176,13.145797598627787,21.69296740994854,1.2341999999999995,3.409556313993174,43.54251700680272,131.41247833622182,7.16787427992328
